rank,term,type,count
2240,they could,bigram,860
2241,differences,unigram,859
2242,find it,bigram,859
2243,specifically,unigram,858
2244,text,unigram,858
2245,doing it,bigram,858
2246,information and,bigram,858
2247,here is,bigram,858
2248,tool,unigram,857
2249,or that,bigram,857
2250,are often,bigram,857
2251,of time,bigram,857
2252,citizens,unigram,856
2253,decisions,unigram,856
2254,are all,bigram,856
2255,that seems,bigram,856
2256,them with,bigram,856
2257,engine,unigram,855
2258,oil,unigram,855
2259,you also,bigram,855
2260,many of,bigram,855
2261,but do,bigram,855
2262,victims,unigram,854
2263,movies,unigram,854
2264,get you,bigram,854
2265,income,unigram,853
2266,women are,bigram,853
2267,some more,bigram,853
2268,get to,bigram,853
2269,human tell,bigram,851
2270,the child,bigram,851
2271,driver,unigram,850
2272,acid,unigram,850
2273,this but,bigram,850
2274,insults for,bigram,849
2275,where can,bigram,849
2276,related to,bigram,849
2277,handle,unigram,848
2278,benefits,unigram,848
2279,cool,unigram,848
2280,results,unigram,848
2281,worse,unigram,847
2282,level,unigram,846
2283,muslims,unigram,846
2284,example of,bigram,846
2285,how they,bigram,844
2286,what sort,bigram,844
2287,in trouble,bigram,844
2288,quality,unigram,843
2289,not an,bigram,843
2290,space,unigram,842
2291,about them,bigram,842
2292,illegal in,bigram,841
2293,races,unigram,840
2294,knowing,unigram,840
2295,get them,bigram,840
2296,to support,bigram,840
2297,too much,bigram,839
2298,ready,unigram,838
2299,once you,bigram,838
2300,they may,bigram,838
2301,human rights,bigram,838
2302,would make,bigram,838
2303,will need,bigram,837
2304,about why,bigram,836
2305,safe and,bigram,835
2306,coming,unigram,834
2307,the residential,bigram,834
2308,why is,bigram,834
2309,examples of,bigram,834
2310,and try,bigram,833
2311,involved in,bigram,833
2312,in and,bigram,832
2313,or in,bigram,832
2314,record,unigram,831
2315,teacher,unigram,830
2316,doing this,bigram,830
2317,want you,bigram,829
2318,is going,bigram,829
2319,picture,unigram,828
2320,have lot,bigram,828
2321,or is,bigram,828
2322,and people,bigram,828
2323,neighborhood,unigram,827
2324,identify,unigram,826
2325,used for,bigram,826
2326,foods,unigram,825
2327,something to,bigram,825
2328,can buy,bigram,825
2329,fact that,bigram,825
2330,fbi,unigram,824
2331,of you,bigram,824
2332,not allowed,bigram,824
2333,freedom,unigram,823
2334,direct,unigram,823
2335,connect,unigram,823
2336,you go,bigram,823
2337,refer to,bigram,823
2338,the address,bigram,822
2339,your life,bigram,822
2340,national suicide,bigram,822
2341,people you,bigram,821
2342,uses,unigram,820
2343,worried about,bigram,819
2344,china,unigram,818
2345,market,unigram,818
2346,copy,unigram,818
2347,instructions,unigram,817
2348,receive,unigram,817
2349,opportunity,unigram,816
2350,road,unigram,816
2351,charged,unigram,816
2352,increase,unigram,816
2353,suffering,unigram,816
2354,focus on,bigram,816
2355,the number,bigram,816
2356,an interesting,bigram,816
2357,expect,unigram,815
2358,almost,unigram,815
2359,assistant here,bigram,815
2360,much more,bigram,814
2361,sites,unigram,813
2362,money assistant,bigram,813
2363,ask for,bigram,813
2364,put it,bigram,813
2365,sexually,unigram,811
2366,false,unigram,811
2367,lose,unigram,811
2368,since it,bigram,811
2369,my friend,bigram,811
2370,say it,bigram,811
2371,have more,bigram,811
2372,them or,bigram,810
2373,which can,bigram,810
2374,this will,bigram,809
2375,down the,bigram,809
2376,we don,bigram,808
2377,little bit,bigram,808
2378,of some,bigram,808
2379,violence hotline,bigram,808
2380,strategy,unigram,807
2381,punishment,unigram,807
2382,the fact,bigram,807
2383,to share,bigram,807
2384,ask me,bigram,806
2385,well there,bigram,805
2386,human the,bigram,805
2387,http www,bigram,805
2388,cards,unigram,804
2389,get some,bigram,804
2390,pay for,bigram,804
2391,and use,bigram,804
2392,itself,unigram,803
2393,know it,bigram,803
2394,this person,bigram,803
2395,could make,bigram,803
2396,hire,unigram,802
2397,shows,unigram,802
2398,money to,bigram,802
2399,it as,bigram,802
2400,multiple,unigram,801
2401,so many,bigram,801
2402,care about,bigram,801
2403,will help,bigram,801
2404,scam,unigram,800
2405,on assistant,bigram,800
2406,have access,bigram,800
2407,advice on,bigram,799
2408,in other,bigram,799
2409,to other,bigram,797
2410,fast,unigram,796
2411,id,unigram,796
2412,on that,bigram,796
2413,kid,unigram,795
2414,to discuss,bigram,795
2415,the last,bigram,794
2416,agree that,bigram,794
2417,about their,bigram,794
2418,we need,bigram,794
2419,be treated,bigram,794
2420,impact,unigram,793
2421,should have,bigram,793
2422,if can,bigram,792
2423,in it,bigram,792
2424,the local,bigram,792
2425,employees,unigram,791
2426,phrase,unigram,791
2427,good for,bigram,791
2428,national domestic,bigram,791
2429,pass,unigram,790
2430,moment,unigram,790
2431,movement,unigram,790
2432,you said,bigram,790
2433,agree with,bigram,790
2434,within,unigram,789
2435,dignity,unigram,789
2436,caught assistant,bigram,789
2437,caused,unigram,788
2438,please visit,bigram,788
2439,additional,unigram,787
2440,to send,bigram,787
2441,of our,bigram,787
2442,catch,unigram,786
2443,class,unigram,786
2444,rest,unigram,786
2445,be really,bigram,786
2446,be considered,bigram,786
2447,one way,bigram,786
2448,paid,unigram,785
2449,and take,bigram,785
2450,pipe,unigram,784
2451,product,unigram,784
2452,your body,bigram,784
2453,this can,bigram,784
2454,please don,bigram,784
2455,some kind,bigram,783
2456,going on,bigram,782
2457,rich,unigram,781
2458,hurting,unigram,781
2459,responsible for,bigram,781
2460,how it,bigram,781
2461,there was,bigram,780
2462,it okay,bigram,780
2463,threat,unigram,779
2464,say to,bigram,779
2465,could tell,bigram,778
2466,see that,bigram,778
2467,are so,bigram,778
2468,return,unigram,777
2469,consult,unigram,777
2470,the head,bigram,777
2471,out for,bigram,777
2472,ground,unigram,776
2473,per,unigram,776
2474,look up,bigram,776
2475,an important,bigram,776
2476,blow,unigram,775
2477,safely,unigram,775
2478,how the,bigram,775
2479,would recommend,bigram,775
2480,came,unigram,774
2481,also have,bigram,774
2482,find some,bigram,774
2483,so much,bigram,774
2484,requires,unigram,773
2485,responsibility,unigram,773
2486,start by,bigram,772
2487,please call,bigram,772
2488,causing,unigram,771
2489,economic,unigram,771
2490,slavery,unigram,771
2491,is often,bigram,771
2492,it from,bigram,771
2493,violence and,bigram,771
2494,lazy,unigram,770
2495,fall,unigram,770
2496,mix,unigram,770
2497,re interested,bigram,770
2498,it that,bigram,770
2499,one is,bigram,770
2500,created,unigram,769
2501,revenge,unigram,769
2502,study,unigram,769
2503,feels,unigram,769
2504,assistant let,bigram,769
2505,someone in,bigram,769
2506,the company,bigram,769
2507,expensive,unigram,768
2508,technology,unigram,768
2509,worry,unigram,767
2510,but what,bigram,767
2511,and even,bigram,767
2512,things to,bigram,767
2513,that person,bigram,767
2514,the next,bigram,767
2515,anyway,unigram,766
2516,obtain,unigram,766
2517,do assistant,bigram,766
2518,have good,bigram,766
2519,crack,unigram,765
2520,international,unigram,765
2521,you ask,bigram,765
2522,takes,unigram,764
2523,required,unigram,763
2524,the name,bigram,763
2525,plastic,unigram,762
2526,up in,bigram,762
2527,different ways,bigram,762
2528,mean the,bigram,762
2529,among,unigram,761
2530,perform,unigram,761
2531,materials,unigram,761
2532,shooting,unigram,761
2533,stand,unigram,761
2534,may also,bigram,761
2535,the water,bigram,761
2536,your neighbor,bigram,761
2537,yourself and,bigram,760
2538,clothing,unigram,759
2539,systems,unigram,759
2540,effect,unigram,759
2541,needed,unigram,759
2542,forms,unigram,759
2543,to speak,bigram,759
2544,money and,bigram,759
2545,are being,bigram,759
2546,this assistant,bigram,759
2547,to set,bigram,759
2548,sign,unigram,758
2549,the main,bigram,757
2550,with other,bigram,757
2551,what that,bigram,756
2552,sneak,unigram,755
2553,lower,unigram,754
2554,bodies,unigram,754
2555,many ways,bigram,754
2556,answer to,bigram,754
2557,sorry that,bigram,754
2558,yes assistant,bigram,754
2559,starting,unigram,753
2560,powerful,unigram,753
2561,lawyer,unigram,753
2562,yes that,bigram,753
2563,judge,unigram,752
2564,facebook,unigram,752
2565,one that,bigram,752
2566,are lots,bigram,752
2567,ability to,bigram,752
2568,re welcome,bigram,752
2569,lying,unigram,751
2570,you look,bigram,751
2571,committing,unigram,750
2572,available to,bigram,750
2573,charge,unigram,749
2574,substances,unigram,749
2575,range of,bigram,749
2576,where they,bigram,748
2577,enter,unigram,747
2578,stick,unigram,747
2579,role,unigram,747
2580,would it,bigram,747
2581,to pick,bigram,747
2582,wall,unigram,746
2583,older,unigram,744
2584,out what,bigram,744
2585,will have,bigram,744
2586,listen,unigram,743
2587,it should,bigram,743
2588,virus,unigram,742
2589,understand why,bigram,742
2590,for free,bigram,742
2591,the more,bigram,742
2592,was the,bigram,742
2593,do get,bigram,741
2594,re really,bigram,741
2595,customers,unigram,740
2596,neck,unigram,740
2597,explosive,unigram,740
2598,significant,unigram,740
2599,designed to,bigram,740
2600,counseling,unigram,739
2601,shot,unigram,739
2602,and more,bigram,739
2603,ways that,bigram,738
2604,apply,unigram,737
2605,conditions,unigram,737
2606,consent,unigram,736
2607,meaning,unigram,736
2608,pressure,unigram,736
2609,and maybe,bigram,736
2610,well that,bigram,736
2611,lost,unigram,735
2612,and ask,bigram,735
2613,which would,bigram,735
2614,it looks,bigram,735
2615,rate,unigram,734
2616,very good,bigram,734
2617,permission,unigram,733
2618,the process,bigram,733
2619,neighbors,unigram,732
2620,names,unigram,732
2621,prohibited,unigram,732
2622,in terms,bigram,732
2623,cutting,unigram,731
2624,do human,bigram,731
2625,the street,bigram,731
2626,bit of,bigram,731
2627,to build,bigram,731
2628,suppose,unigram,730
2629,wildlife,unigram,730
2630,victim of,bigram,730
2631,mexican,unigram,729
2632,taste,unigram,729
2633,relationship with,bigram,729
2634,really good,bigram,729
2635,hitler,unigram,728
2636,escape,unigram,728
2637,to it,bigram,728
2638,better than,bigram,728
2639,human but,bigram,728
2640,majority,unigram,727
2641,to show,bigram,727
2642,involve,unigram,726
2643,believe in,bigram,726
2644,you take,bigram,726
2645,re thinking,bigram,726
2646,to remove,bigram,726
2647,which you,bigram,726
2648,you asked,bigram,726
2649,families,unigram,725
2650,associated,unigram,725
2651,network,unigram,725
2652,comments,unigram,724
2653,workers,unigram,724
2654,orientation,unigram,724
2655,yes it,bigram,724
2656,human who,bigram,724
2657,exactly what,bigram,724
2658,transgender,unigram,723
2659,that case,bigram,723
2660,seeing,unigram,722
2661,that right,bigram,722
2662,so what,bigram,722
2663,probably not,bigram,722
2664,speaking,unigram,721
2665,poisoning,unigram,720
2666,people do,bigram,720
2667,you understand,bigram,719
2668,born,unigram,718
2669,material,unigram,718
2670,he has,bigram,718
2671,and just,bigram,718
2672,marriage,unigram,717
2673,email address,bigram,717
2674,of crime,bigram,717
2675,training,unigram,716
2676,concern,unigram,716
2677,hiding,unigram,716
2678,are just,bigram,716
2679,that one,bigram,716
2680,pranks,unigram,715
2681,girls,unigram,715
2682,that great,bigram,715
2683,don need,bigram,715
2684,parts of,bigram,715
2685,let you,bigram,715
2686,some insults,bigram,714
2687,includes,unigram,713
2688,in public,bigram,713
2689,it because,bigram,713
2690,sure to,bigram,713
2691,pet,unigram,712
2692,perspective,unigram,712
2693,win,unigram,712
2694,students,unigram,712
2695,of ways,bigram,712
2696,wants to,bigram,712
2697,diet,unigram,711
2698,evil,unigram,710
2699,definition,unigram,710
2700,take it,bigram,710
2701,who can,bigram,710
2702,some things,bigram,710
2703,glad you,bigram,709
2704,to achieve,bigram,709
2705,accurate,unigram,708
2706,it true,bigram,708
2707,care of,bigram,708
2708,particularly,unigram,707
2709,bar,unigram,707
2710,wonder,unigram,707
2711,interest,unigram,707
2712,touch,unigram,707
2713,hacking,unigram,707
2714,at home,bigram,707
2715,that many,bigram,707
2716,deserve,unigram,706
2717,trusted,unigram,706
2718,see you,bigram,706
2719,in danger,bigram,706
2720,people think,bigram,706
2721,encourage you,bigram,706
2722,here to,bigram,705
2723,were to,bigram,705
2724,first you,bigram,705
2725,people but,bigram,704
2726,red,unigram,703
2727,along,unigram,703
2728,to play,bigram,703
2729,is crime,bigram,703
2730,writing,unigram,702
2731,speed,unigram,702
2732,that very,bigram,702
2733,deal with,bigram,702
2734,you please,bigram,702
2735,to express,bigram,702
2736,quick,unigram,701
2737,protection,unigram,700
2738,think can,bigram,700
2739,sexual orientation,bigram,700
2740,post,unigram,699
2741,makes you,bigram,699
2742,hi,unigram,698
2743,unlikely,unigram,698
2744,question and,bigram,698
2745,good question,bigram,698
2746,or visit,bigram,698
2747,happening,unigram,697
2748,that may,bigram,697
2749,you must,bigram,697
2750,any kind,bigram,697
2751,plants,unigram,696
2752,box,unigram,696
2753,people would,bigram,696
2754,before you,bigram,696
2755,join,unigram,695
2756,it it,bigram,695
2757,the drug,bigram,695
2758,sure the,bigram,695
2759,loud,unigram,694
2760,fucking,unigram,694
2761,mexico,unigram,694
2762,absolutely,unigram,693
2763,like they,bigram,693
2764,can steal,bigram,693
2765,we do,bigram,693
2766,reading,unigram,692
2767,bet,unigram,692
2768,windows,unigram,692
2769,object,unigram,691
2770,are they,bigram,691
2771,that make,bigram,691
2772,people don,bigram,690
2773,to become,bigram,690
2774,them you,bigram,690
2775,car and,bigram,690
2776,any way,bigram,690
2777,toilet,unigram,689
2778,size,unigram,689
2779,violation,unigram,689
2780,drunk,unigram,689
2781,criminals,unigram,689
2782,if so,bigram,689
2783,the crime,bigram,689
2784,major,unigram,688
2785,earth,unigram,688
2786,protected,unigram,688
2787,would also,bigram,688
2788,but we,bigram,688
2789,explain what,bigram,688
2790,associated with,bigram,688
2791,this you,bigram,688
2792,rights and,bigram,688
2793,determine,unigram,686
2794,illegal drugs,bigram,686
2795,the owner,bigram,686
2796,having sex,bigram,686
2797,health and,bigram,686
2798,fairly,unigram,685
2799,long time,bigram,685
2800,that information,bigram,685
2801,some good,bigram,685
2802,rule,unigram,684
2803,human thanks,bigram,684
2804,well the,bigram,684
2805,out and,bigram,684
2806,obvious,unigram,683
2807,involves,unigram,683
2808,married,unigram,683
2809,is something,bigram,683
2810,be found,bigram,683
2811,the black,bigram,682
2812,this one,bigram,682
2813,others and,bigram,682
2814,super,unigram,681
2815,for human,bigram,681
2816,and has,bigram,681
2817,extreme,unigram,680
2818,download,unigram,680
2819,the federal,bigram,680
2820,assistant alright,bigram,680
2821,asshole,unigram,679
2822,south,unigram,679
2823,nature,unigram,679
2824,not acceptable,bigram,679
2825,love to,bigram,679
2826,can go,bigram,679
2827,the rest,bigram,679
2828,recommend that,bigram,679
2829,playing,unigram,678
2830,in place,bigram,678
2831,you describe,bigram,678
2832,anything about,bigram,678
2833,exercise,unigram,677
2834,immigration,unigram,677
2835,looking to,bigram,676
2836,is called,bigram,676
2837,want the,bigram,676
2838,or an,bigram,676
2839,know of,bigram,676
2840,dick,unigram,675
2841,famous,unigram,675
2842,considering,unigram,675
2843,intelligent,unigram,675
2844,mostly,unigram,675
2845,do have,bigram,675
2846,means that,bigram,675
2847,my best,bigram,675
2848,of others,bigram,675
2849,setting,unigram,674
2850,suspect,unigram,674
2851,go about,bigram,674
2852,that why,bigram,674
2853,to cut,bigram,674
2854,work for,bigram,674
2855,sorry you,bigram,674
2856,maintain,unigram,673
2857,some sort,bigram,673
2858,do some,bigram,673
2859,the president,bigram,673
2860,and help,bigram,673
2861,sources,unigram,672
2862,or any,bigram,671
2863,work with,bigram,671
2864,have different,bigram,671
2865,app,unigram,670
2866,mexicans,unigram,670
2867,answer is,bigram,668
2868,social security,bigram,668
2869,work and,bigram,668
2870,little more,bigram,667
2871,of thing,bigram,667
2872,see how,bigram,667
2873,the whole,bigram,667
2874,show you,bigram,667
2875,extra,unigram,666
2876,equality,unigram,666
2877,please reach,bigram,666
2878,think is,bigram,665
2879,couple of,bigram,665
2880,ask them,bigram,665
2881,sure but,bigram,665
2882,unable,unigram,664
2883,mom,unigram,664
2884,it ll,bigram,664
2885,which are,bigram,664
2886,keep the,bigram,664
2887,it like,bigram,664
2888,other ways,bigram,664
2889,punch,unigram,663
2890,administration,unigram,663
2891,slurs,unigram,663
2892,york,unigram,663
2893,would want,bigram,663
2894,into your,bigram,663
2895,that just,bigram,662
2896,opportunities,unigram,661
2897,can only,bigram,661
2898,unable to,bigram,661
2899,needs to,bigram,661
2900,who you,bigram,661
2901,break the,bigram,661
2902,plant,unigram,660
2903,fit,unigram,660
2904,you provide,bigram,660
2905,experiences,unigram,659
2906,wanting,unigram,659
2907,any questions,bigram,659
2908,facts,unigram,658
2909,eye,unigram,658
2910,seem like,bigram,658
2911,can really,bigram,658
2912,example you,bigram,658
2913,address of,bigram,658
2914,wide,unigram,657
2915,so don,bigram,657
2916,it into,bigram,657
2917,since the,bigram,657
2918,for her,bigram,657
2919,are several,bigram,656
2920,my own,bigram,656
2921,glass,unigram,655
2922,fighting,unigram,655
2923,know where,bigram,655
2924,assistant am,bigram,655
2925,as much,bigram,655
2926,this might,bigram,655
2927,answer that,bigram,655
2928,penalties,unigram,654
2929,bathroom,unigram,654
2930,be best,bigram,654
2931,new york,bigram,654
2932,border,unigram,653
2933,depend,unigram,653
2934,solve,unigram,653
2935,church,unigram,653
2936,just need,bigram,653
2937,the top,bigram,653
2938,even though,bigram,653
2939,to drive,bigram,653
2940,track,unigram,652
2941,be hard,bigram,652
2942,other person,bigram,652
2943,is pretty,bigram,652
2944,to seek,bigram,652
2945,unfortunately,unigram,651
2946,some ways,bigram,651
2947,that and,bigram,650
2948,reason to,bigram,650
2949,an animal,bigram,650
2950,user,unigram,649
2951,address assistant,bigram,649
2952,the fbi,bigram,649
2953,to treat,bigram,649
2954,threaten,unigram,648
2955,ethnic,unigram,648
2956,cell,unigram,647
2957,affect,unigram,647
2958,behaviors,unigram,647
2959,not able,bigram,647
2960,the state,bigram,647
2961,and she,bigram,647
2962,the middle,bigram,647
2963,would work,bigram,646
2964,noticed,unigram,645
2965,regular,unigram,645
2966,charges,unigram,645
2967,influence,unigram,645
2968,and why,bigram,645
2969,it best,bigram,645
2970,smoke,unigram,644
2971,healthcare,unigram,644
2972,some ideas,bigram,644
2973,moving,unigram,643
2974,benefit,unigram,643
2975,they ve,bigram,643
2976,tv,unigram,642
2977,games,unigram,642
2978,feet,unigram,642
2979,gain,unigram,642
2980,limit,unigram,642
2981,of sexual,bigram,642
2982,than you,bigram,641
2983,will make,bigram,641
2984,whether or,bigram,641
2985,price,unigram,640
2986,what should,bigram,640
2987,wouldn be,bigram,640
2988,background,unigram,639
2989,species,unigram,639
2990,in his,bigram,639
2991,but maybe,bigram,639
2992,men and,bigram,639
2993,guessing,unigram,638
2994,watching,unigram,638
2995,had to,bigram,638
2996,way is,bigram,638
2997,feel about,bigram,638
2998,painful,unigram,637
2999,cops,unigram,637
3000,wikipedia,unigram,637
